Body ID,articleBody
854,It is notable for the introduction of the character Tigger .
855,"Margaret Eleanor Atwood ,  ( born November 18 , 1939 )  is a Canadian poet , novelist , literary critic , essayist , and environmental activist ."
856,The series has also been adapted into various manga and light novels with the former showing various alternate scenarios from the TV series .
857,"He has also won a Golden Globe Award , a BAFTA Award , and was nominated in 2002 for Screen Actors Guild Awards in the Outstanding Performance by a Male Actor in a Drama Series and Outstanding Performance by a Male Actor in a Television Movie or Miniseries categories ."
858,"Lee Jun-fan  ( ; November 27 , 1940 -- July 20 , 1973 )  , known professionally as Bruce Lee , was a Hong Kong and American martial artist , actor , philosopher , filmmaker , and founder of the martial art Jeet Kune Do ."
859,"It is the world 's largest twinjet and has a typical seating capacity of 314 to 396 passengers , with a range of 5240 to ."
860,"His credits include NYPD Blue , ER , 24 , Alias , The Shield , Deadwood , and the documentaries An Inconvenient Truth , The Road We 've Traveled , Waiting for ` Superman ' and He Named Me Malala ."
861,He was also presented with the Distinguished Screenwriter Award at the 2009 Austin Film Festival and the Laurel Award for Screenwriting Achievement from the Writers Guild of America in 2011 .
862,"My Own Private Idaho is a 1991 American independent adventure drama film written and directed by Gus Van Sant , loosely based on Shakespeare 's Henry IV , Part 1 , Henry IV , Part 2 , and Henry V , and starring River Phoenix and Keanu Reeves ."
863,Naomi Ellen Watts  ( born 28 September 1968 )  is an English actress and film producer .
864,"Ann Lois Romney  ( née Davies ; born April 16 , 1949 )  is the wife of American businessman and politician , Mitt Romney ."
865,"James Vernon Taylor  ( born March 12 , 1948 )  is an American singer-songwriter and guitarist ."
866,"Beckham 's professional club career began with Manchester United , where he made his first-team debut in 1992 aged 17 ."
867,"Demetria Devonne Lovato  (  [ ˈdɛmi loʊ-ˈvɑːtoʊ ]  or ; born August 20 , 1992 )  is an American singer , songwriter , and actress ."
868,"Born and raised in the Austrian Empire , Tesla received an advanced education in engineering and physics in the 1870s and gained practical experience in the early 1880s working in telephony and at Continental Edison in the new electric power industry ."
869,He voices the lead character Sora in the Kingdom Hearts video game series .
870,"It is the sequel to the 2014 film Divergent and the second installment in The Divergent Series , produced by Lucy Fisher , Pouya Shabazian and Douglas Wick , with a screenplay by Brian Duffield , Akiva Goldsman and Mark Bomback ."
871,"The Star Trek film series is the cinematic branch of the Star Trek media franchise , which began in 1966 as a weekly television series on NBC , running for three seasons until it was canceled in 1969 because of poor ratings ."
872,"He first achieved mainstream recognition for his highly successful manga Dr. Slump , before going on to create Dragon Ball -- his best-known work -- and acting as a character designer for several popular video games such as the Dragon Quest series , Blue Dragon and Chrono Trigger ."
873,"Dolly Rebecca Parton Dean  ( born January 19 , 1946 )  , professionally known as Dolly Parton , is an American singer , songwriter , multi-instrumentalist , record producer , actress , author , businesswoman , and philanthropist , known primarily for her work in country music ."
874,Positioned below the rattlesnake are the words `` DONT TREAD ON ME '' .
875,"He set up practice in Atlanta , Georgia , but he was soon diagnosed with tuberculosis , the same disease that had claimed his mother when he was 15 , having acquired it while tending to her needs while she was still in the contagious phase of the illness ."
876,The taxa joined together in the tree are implied to have descended from a common ancestor .
877,"After winning an Academy Award for From Here to Eternity , he starred in The Man with the Golden Arm  ( 1955 )  , and received critical acclaim for his performance in The Manchurian Candidate  ( 1962 )  ."
878,"Notes on a Scandal is a 2006 British psychological thriller-drama film , adapted from the 2003 novel of the same name by Zoë Heller ."
879,"It became a grammar school in 1945 and closed in 2000 , to be replaced by a new comprehensive , Fairfield High School , at first on the same site , but now located in Stottbury Road , Bristol ."
880,"Her film appearances include The Fortune  ( 1975 )  , The Big Bus  ( 1976 )  , The Cheap Detective  ( 1978 )  , Heartburn  ( 1986 )  , Up Close & Personal  ( 1996 )  , Practical Magic  ( 1998 )  , and Woody Allen 's Anything Else  ( 2003 )  ."
881,"The Germanic peoples  ( also called Teutonic , Suebian , or Gothic in older literature )  are an Indo-European ethno-linguistic group of Northern European origin ."
882,"Artemis  (  [ ˈɑːrtᵻmᵻs ]  Ἄρτεμις , Modern Greek : Άρτεμις , Ártemis ,  [ ár.te.mis ]  )  was one of the most widely venerated of the Ancient Greek deities ."
883,"It was nominated for four Academy Awards -- Best Actress , Best Supporting Actress , Best Adapted Screenplay , and Best Original Score ."
884,"He won the WBC heavyweight title in 1986 by defeating Pinklon Thomas , but lost it in his first defence to Mike Tyson , who was then undefeated at 20 years old ."
885,"Robert John Downey Jr.  ( born April 4 , 1965 )  is an American actor ."
886,"It is the world 's second-largest religion and the fastest-growing major religion in the world , with over 1.8 billion followers or 24.1 % of the global population , known as Muslims ."
887,Red is a 2010 American action comedy film inspired by the limited comic book series of the same name created by Warren Ellis and Cully Hamner and published by the DC Comics imprint Homage .
888,"Gellar also gained significant attention for her appearances in the slasher movies I Know What You Did Last Summer  ( 1997 )  and Scream 2  ( 1997 )  , and for her portrayal of Kathryn Merteuil in Cruel Intentions  ( 1999 )  ."
889,"Benin  (  [ bᵻˈniːn ,   - ˈnɪn ]  or - ;  [ bɛˈniːn ]  ; Bénin  [ benɛ̃ ]  )  , officially the Republic of Benin  ( République du Bénin )  and formerly Dahomey , is a country in West Africa ."
890,"In 2010 , Hall won a Golden Globe Award and a Screen Actors Guild Award for his role in Dexter ."
891,"Abraham Lincoln  (  [ ˈeɪbrəhæm ˈlIŋkən ]  February 12 , 1809 -- April 15 , 1865 )  was an American politician and lawyer who served as the 16th President of the United States from March 1861 until his assassination in April 1865 ."
892,"Although the Joker was planned to be killed off during his initial appearance , he was spared by editorial intervention , allowing the character to endure as the archenemy of the superhero Batman ."
893,"Heartland is a Canadian family drama television series which debuted on CBC on October 14 , 2007 ."
894,"Glee is an American musical comedy-drama television series that aired on the Fox network in the United States from May 19 , 2009 , to March 20 , 2015 ."
895,Filming began in March 2010 in New York City .
896,He gained worldwide popularity for his double sprint victory at the 2008 Beijing Olympics in world record times .
897,"Martina Navratilova  ( Martina Navrátilová  [ ˈmarcɪna ˈnavraːcɪlovaː ]  ; born Martina Šubertová  [ ˈmarcɪna ˈʃubɛrtovaː ]  ; October 18 , 1956 )  is a Czech and American retired tennis player and coach ."
898,"He won an Academy Award for Best Actor , BAFTA Award for Best Actor in a Leading Role , and Golden Globe Award for Best Actor in a Musical or Comedy , for his portrayal of Ray Charles in the 2004 biographical film Ray ."
899,It is a reboot of The Mummy franchise and the first installment in the Dark Universe film series .
900,"Warren Edward Buffett  (  [ ˈbʌfᵻt ]  born August 30 , 1930 )  is an American business magnate , investor , and philanthropist ."
901,"The film has also received four Independent Spirit Award nominations  ( including one win )  , a Golden Globe nomination , and two Academy Award nominations ."
902,"Born and raised in Tennessee , he appeared on the television shows Star Search and The All-New Mickey Mouse Club as a child ."
903,"The domestic dog  ( Canis lupus familiaris or Canis familiaris )  is a member of genus Canis  ( canines )  that forms part of the wolf-like canids , and is the most widely abundant carnivore ."
904,"River Jude Phoenix  ( born River Jude Bottom ; August 23 , 1970 -- October 31 , 1993 )  was an American actor , musician , and activist ."
905,"Collision Course is a collaborative EP from American rapper Jay-Z and nu metal band Linkin Park , released on November 30 , 2004 by Roc-A-Fella , Machine Shop , Warner Bros. and Def Jam records ."
906,X-Men : Days of Future Past is a 2014 American superhero film based on the fictional X-Men characters that appear in Marvel Comics .
907,"Richard Tiffany Gere  (  [ ˈɡɪər ]  ; born August 31 , 1949 )  is an American actor and humanitarian activist ."
908,"He is best known as the lead vocalist of rock bands Linkin Park , Dead by Sunrise , and live rock cover band Bucket of Weenies ."
909,Rick and Morty is an American adult animated science-fiction sitcom created by Justin Roiland and Dan Harmon for Cartoon Network 's late night programming block Adult Swim .
910,"Described as an anthology series , each season is conceived as a self-contained miniseries , following a disparate set of characters and settings , and a storyline with its own `` beginning , middle , and end . ''"
911,Dangerously in Love is the debut studio album by American singer Beyoncé .
912,"He played for Manchester United , Preston North End , Real Madrid , Milan , LA Galaxy , Paris Saint-Germain , and the England national team for which he held the appearance record for an outfield player until 2016 when Wayne Rooney surpassed his total ."
913,"Ramadan  (  [ ˌræməˈdɑːn ]  رمضان ,  [ ramaˈdˤaːn ]  ; In Arabic phonology , it can be  [  [ rɑmɑˈdˤɑːn , ramadˤɑːn , ræmæˈdˤɑːn ]  ]  , depending on the region ."
914,"Considered to be one of the greatest quarterbacks of all time , he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons ."
915,Cassel is also renowned for playing the infamous French bank-robber Jacques Mesrine in Mesrine : Killer Instinct and Mesrine : Public Enemy Number One .
916,She holds the Mixed Doubles title at the 2016 Wimbledon Championships with Henri Kontinen .
917,"The Bends  ( stylised as the bends )  is the second studio album by the English alternative rock band Radiohead , released on 13 March 1995 by Parlophone Records in the United Kingdom and by Capitol Records in the United States ."
918,"Jared Corey Kushner  ( born January 10 , 1981 )  is an American real estate investor and developer , newspaper owner , and senior advisor to President Donald Trump ."
919,"As an actress , she starred in films such as 9 to 5 , The Best Little Whorehouse in Texas , Rhinestone , and Steel Magnolias ."
920,Despicable Me 3 is an upcoming American 3D computer-animated comedy film that is being produced by Illumination Entertainment and released by Universal Pictures .
921,Cannibalism is the act or practice of humans eating the flesh or internal organs of other human beings .
922,"He is most known for his role as David Hale on the FX television series Sons of Anarchy , and writing the screenplay for the Denis Villeneuve-directed Sicario  ( 2015 )  , for which he received a Writers Guild of America Award nomination for Best Original Screenplay ."
923,"Formerly a Dutch colony  ( 1638 -- 1710 )  and a French colony  ( 1715 -- 1810 )  , Mauritius became a British colonial possession in 1810 and remained so until 1968 , the year in which it attained independence ."
924,"Kurt Leon Sutter  ( born May 5 , 1960 )  is an American screenwriter , director , producer , and actor ."
925,"The film stars Katherine Heigl , Rosario Dawson , Geoff Stults , Isabella Rice and Cheryl Ladd , and follows a divorcée who begins to torment the new fiancé of her ex-husband ."
926,London  [ ˈlʌndən ]  is the capital and most populous city of England and the United Kingdom .
927,"In the 20th and 21st centuries , mathematicians and computer scientists discovered new approaches that , when combined with increasing computational power , extended the decimal representation of to many trillions of digits after the decimal point ."
928,"David Robert Joseph Beckham ,  (  [ ˈbɛkəm ]  born 2 May 1975 )  is an English former professional footballer ."
929,"Laadla  ( translation : The Beloved Son )  is a Bollywood film released on 17 April 1994 , starring Sridevi , Anil Kapoor and Raveena Tandon ."
930,"Stockard Channing  ( born Susan Antonia Williams Stockard ; February 13 , 1944 )  is an American stage , film and television actress ."
931,"His works explore the relationship between artistic expression , celebrity culture , and advertising that flourished by the 1960s , and span a variety of media , including painting , silkscreening , photography , film , and sculpture ."
932,How to Be is a 2008 independent comedy-drama film written and directed by Oliver Irving .
933,"Elvis Aaron Presley  ( January 8 , 1935 -- August 16 , 1977 )  was an American singer-songwriter and actor ."
934,"Travis Landon Barker  ( born November 14 , 1975 )  is an American musician and producer , and the drummer for the rock band Blink-182 ."
935,"It is based on the DC Comics character Green Arrow , a costumed crime-fighter created by Mort Weisinger and George Papp ."
936,"John Clayton Mayer  (  [ ˈmeɪ.ɚ ]  born October 16 , 1977 )  is an American singer-songwriter , guitarist , and producer ."
937,Futurama is an American animated science fiction sitcom created by Matt Groening for the Fox Broadcasting Company .
938,"`` Radioactive '' is a song by American rock band Imagine Dragons for their major-label debut EP Continued Silence and later on their debut studio album , Night Visions  ( 2012 )  , as the opening track ."
939,Red Headed Stranger is a 1975 album by American outlaw country singer Willie Nelson .
940,Starbucks Corporation is an American coffee company and coffeehouse chain .
941,"Avengers : Age of Ultron premiered in Los Angeles on April 13 , 2015 , and was released on May 1 , 2015 , in North America , in 3D and IMAX 3D ."
942,Indian  ( Tamil : இந்தியன் )  is a 1996 Indian Tamil vigilante crime thriller film written and directed by Shankar and produced by A. M. Rathnam .
943,"Anderson da Silva  (  [ ˈɐ̃deʁsõ ˈsiwvɐ ]  ; born April 14 , 1975 )  is a Brazilian mixed martial artist and former UFC Middleweight Champion ."
944,is a fantasy role-playing video game developed and published by Square Enix for the PlayStation 2 home video console .
945,Hungary  (  [ ˈhʌŋɡəri ]  Magyarország  [ ˈmɒɟɒrorsaːɡ ]  )  is a unitary parliamentary republic in Central Europe .
946,"Richard Tiffany Gere  (  [ ˈɡɪər ]  ; born August 31 , 1949 )  is an American actor and humanitarian activist ."
947,It is a reboot of The Mummy franchise and the first installment in the Dark Universe film series .
948,"The film was nominated for four Academy Awards at the 85th Academy Awards , in the categories Best Picture , Best Director  ( Benh Zeitlin )  , Best Adapted Screenplay  ( Lucy Alibar , Benh Zeitlin )  , and Best Actress  ( Quvenzhané Wallis )  ."
949,"David Robert Jones  ( 8 January 1947 -- 10 January 2016 )  , known professionally as David Bowie  (  [ ˈboʊi ]  )  , was an English singer , songwriter and actor ."
950,"She is also the recipient of ten Grammy Awards , five Guinness World Records , one Emmy Award , 21 Billboard Music Awards , 11 Country Music Association Awards , eight Academy of Country Music Awards , and one Brit Award ."
951,"James Eugene Carrey  (  [ ˈkæri ]  born January 17 , 1962 )  is a Canadian-American actor , comedian , impressionist , screenwriter , and producer ."
952,"It has its roots in 1940s and 1950s rock and roll , a style which drew heavily on the African-American genres of blues and rhythm and blues , and from country music ."
953,"Largely based on Andrew Chaikin 's book , A Man on the Moon , the series is known for its accurate telling of the story of Apollo and the outstanding special effects under visual director Ernest D. Farino ."
954,It is a reboot of The Mummy franchise and the first installment in the Dark Universe film series .
955,"Lisa Nicole Lopes  ( May 27 , 1971 -- April 25 , 2002 )  , better known by her stage name Left Eye , was an American hip hop singer , rapper , actress , songwriter and producer ."
956,"A native of Atlanta , Murphy moved to Los Angeles as a teenager and pursued a career in acting ."
957,"Ford is the second-largest U.S.-based automaker  ( preceded by General Motors )  and the fifth-largest in the world  ( behind Toyota , VW , Hyundai-Kia and General Motors )  based on 2015 vehicle production ."
958,"His second album Exclusive  ( 2007 )  spawned his second Hot 100 number one `` Kiss Kiss '' , in addition to `` With You '' and `` Forever '' ."
959,Google is an American multinational technology company specializing in Internet-related services and products .
960,"Watts directed and co-wrote the upcoming Marvel Studios and Sony Pictures produced Spider-Man : Homecoming , slated for a July 7 , 2017 release ."
961,"The film is a sequel to the 2012 film Prometheus , the second installment in the Alien prequel series , and the sixth installment overall in the Alien film series , as well as the third directed by Scott ."
962,"Hamilton also holds the record for most wins in the season without winning the World Championship , after winning 10 times in the 2016 season where he finished runner-up to teammate Nico Rosberg ."
963,"In 2010 , Hall won a Golden Globe Award and a Screen Actors Guild Award for his role in Dexter ."
964,"Keanu Charles Reeves  (  [ kiːˈɑːnuː ]  ; born September 2 , 1964 )  is a Canadian actor , director , producer , and musician ."
965,"Whiskey Tango Foxtrot is a 2016 American biographical war comedy-drama film directed by Glenn Ficarra and John Requa , and written by Robert Carlock , based on the memoir The Taliban Shuffle : Strange Days in Afghanistan and Pakistan by Kim Barker ."
966,"He is noted for his roles in five feature-length films : Lo Wei 's The Big Boss  ( 1971 )  and Fist of Fury  ( 1972 )  ; Golden Harvest 's Way of the Dragon  ( 1972 )  , directed and written by Lee ; Golden Harvest and Warner Brothers ' Enter the Dragon  ( 1973 )  and The Game of Death  ( 1978 )  , both directed by Robert Clouse ."
967,"The film stars Tina Fey , Margot Robbie , Martin Freeman , Christopher Abbott , Alfred Molina , and Billy Bob Thornton ."
968,"The film stars Daniel Kaluuya , Allison Williams , Lil Rel Howery , Bradley Whitford , Caleb Landry Jones , Stephen Root and Catherine Keener , and follows a young interracial couple who visit the mysterious estate of the woman 's parents ."
969,"Holley was born in Lubbock , Texas , to a musical family during the Great Depression ; he learned to play guitar and to sing alongside his siblings ."
970,"Since the Hopman Cup was founded in 1989 , it has been attended each year by Harry Hopman 's widow , his second wife Lucy , who travels to the tournament annually from her home in the United States ."
971,"He is often called England 's national poet , and the `` Bard of Avon '' ."
972,"Soon after he launched his first high-end restaurant , Jamie 's Italian , in Oxford in 2008 and hosted a TED Talk winning him the 2010 TED Prize ."
973,"Thomas B. Kin Chong  ( born May 24 , 1938 )  is a Canadian-American comedian and actor , who is known for his marijuana-themed Cheech & Chong comedy albums and movies with Cheech Marin , as well as playing the character Leo on Fox 's That '70s Show ."
974,"Jerry Lewis  ( born Joseph Levitch ; March 16 , 1926 )  is an American actor , comedian , singer , film producer , film director , screenwriter and humanitarian ."
975,"His net worth is estimated to be US$ 63.3 billion as of May 2017 , and he is ranked by Forbes as the fifth richest person in the world ."
976,"Evil , in a general context is the absence or opposite of that which is described as being good ."
977,"The group consisted of guitarist Jimmy Page , singer Robert Plant , bassist and keyboardist John Paul Jones , and drummer John Bonham ."
978,"James D. `` Jim '' Grant  ( born 29 October 1954 )  , better known by his pen name Lee Child , is a British author who writes thriller novels ."
979,"Charles , Prince of Wales  ( Charles Philip Arthur George ; born 14 November 1948 )  is the eldest child and heir apparent of Queen Elizabeth II ."
980,"Sherman-Palladino , her husband Daniel Palladino , David S. Rosenthal , and Gavin Polone served as the executive producers ."
981,He frequently works with Joel Cohen .
982,"David Robert Joseph Beckham ,  (  [ ˈbɛkəm ]  born 2 May 1975 )  is an English former professional footballer ."
983,"Daniel Michael DeVito , Jr.  ( born November 17 , 1944 )  is an American actor , comedian , director and producer ."
984,"Three of his early hits later won Grammy Hall of Fame Awards  ( 2000 , 2004 , 2008 )  , while Campbell himself won the Grammy Lifetime Achievement Award in 2012 ."
985,"Winona Ryder  ( born Winona Laura Horowitz ; October 29 , 1971 )  is an American actress ."
986,He was one of the thirteen men who founded Juventus in 1897 and the club 's first ever president .
987,"The iPhone 3G is internally similar to its predecessor , but included several new hardware features , such as GPS , 3G data and tri-band UMTS/HSDPA ."
988,"After the split of his first band , Feeble , Barker began playing for the Aquabats in 1996 as the Baron Von Tito ."
989,The play was previously made into the silent movie Easy Virtue  ( 1928 )  by Alfred Hitchcock .
990,The film is a loose reworking of Federico Fellini 's 1965 film Juliet of the Spirits .
991,"Andre Kirk Agassi  (  [ ˈɑːndreɪ ˈæɡəsi ]  born April 29 , 1970 )  is an American retired professional tennis player and former World No. 1 who was one of the sport 's most dominant players from the early 1990s to the mid-2000s ."
992,"Huntington 's disease  ( HD )  , also known as Huntington 's chorea , is an inherited disorder that results in death of brain cells ."
993,"Injustice 2 introduces a new feature called the Gear System , a loot-dropping system that rewards players with costume pieces and equipment that can be used to customize characters ' appearances and modify their abilities and stats ."
994,His most commercially successful role to date has been that of Remus Lupin in the Harry Potter film series .
995,Emily Jane Browning  ( born 7 December 1988 )  is an Australian actress and singer .
996,"Gerard Anthony `` Tony '' Bill  ( born August 23 , 1940 )  is an American actor , producer , and director ."
997,"Kuala Lumpur  (  [ ˈkwɑːlə ˈlʊmpʊə ]  or  [ - pər ]   [ ˈkwalə ˈlumpʊr ]  )  , officially the Federal Territory of Kuala Lumpur , or more commonly KL , is the national capital of Malaysia as well as its largest city ."
998,"Her other film roles included Shampoo  ( 1975 )  , The Blues Brothers  ( 1980 )  , Hannah and Her Sisters  ( 1986 )  , The ` Burbs  ( 1989 )  , and When Harry Met Sally ...  ( 1989 )  ."
999,Led Zeppelin were an English rock band formed in London in 1968 .
1000,"Carrie Frances Fisher  ( October 21 , 1956 -- December 27 , 2016 )  was an American actress , writer and humorist who first became known for playing Princess Leia in the Star Wars film series ."
1001,"Robert Francis `` Bobby '' Kennedy  ( November 20 , 1925 -- June 6 , 1968 )  , commonly known by his initials RFK , was an American politician from Massachusetts ."
1002,"Evan Rachel Wood  ( born September 7 , 1987 )  is an American actress and musician ."
1003,"It is located in the Cusco Region , Urubamba Province , Machupicchu District in Peru , above the Sacred Valley , which is 80 km northwest of Cuzco and through which the Urubamba River flows ."
1004,She also has won 12 singles and 14 doubles titles on the ITF Women 's Circuit .
1005,"The French Revolution  ( Révolution française  [ ʁevɔlysjɔ̃ fʁɑ̃sɛːz ]  )  was a period of far-reaching social and political upheaval in France that lasted from 1789 until 1799 , and was partially carried forward by Napoleon during the later expansion of the French Empire ."
1006,`` Here Comes the Sun '' is a song written by George Harrison that was first released on the Beatles ' 1969 album Abbey Road .
1007,"Frederick Christ Trump  ( October 11 , 1905 -- June 25 , 1999 )  was an American real estate developer and philanthropist , primarily in New York City , and father of Donald Trump , the 45th President of the United States , and Maryanne Trump Barry , a United States Court of Appeals judge ."
1008,"Dolly Rebecca Parton Dean  ( born January 19 , 1946 )  , professionally known as Dolly Parton , is an American singer , songwriter , multi-instrumentalist , record producer , actress , author , businesswoman , and philanthropist , known primarily for her work in country music ."
1009,"Stephen Ray Vaughan  ( October 3 , 1954 -- August 27 , 1990 )  was an American musician , singer , songwriter , and record producer ."
1010,"By 1933 , the Nazi Party was the largest elected party in the German Reichstag , which led to Hitler 's appointment as Chancellor on 30 January 1933 ."
1011,"In 2013 , he appeared in Kick-Ass 2 as Colonel Stars and Stripes ."
1012,"`` Live Your Life '' is a song by American rapper T.I. , from his sixth studio album , Paper Trail  ( 2008 )  , and features Barbadian singer Rihanna ."
1013,"The band experienced multiple line-up changes , with Iommi being the only constant member throughout its history ."
1014,"A seven-time Academy Award nominee , she received her first nomination for They Shoot Horses , Do n't They  ( 1969 )  and went on to win two Best Actress Oscars in the 1970s for Klute  ( 1971 )  and Coming Home  ( 1978 )  ."
1015,Montreal  (  [ audio = Montreal-English-pronunciation .
1016,"Lee Min-ho  ( , born June 22 , 1987 )  is a South Korean actor and singer ."
1017,"Deadpool is a 2016 American superhero film directed by Tim Miller and written by Rhett Reese and Paul Wernick , based on the Marvel Comics character of the same name ."
1018,Blunt made her professional debut in a 2001 London production of the play The Royal Family .
1019,is a Japanese media franchise created by Akira Toriyama .
1020,"Matthew William `` Matt '' Sorum  ( born November 19 , 1960 )  is an American drummer and percussionist ."
1021,"William Jefferson Clinton  ( born August 19 , 1946 )  is an American politician who served as the 42nd President of the United States from 1993 to 2001 ."
1022,"In 1990 , she rose to fame with the release of `` Vision of Love '' from her eponymous debut album ."
1023,"Joan Cusack  (  [ ˈkjuːsæk ]  , born October 11 , 1962 )  is an American actress ."
1024,"Jennifer Kate Hudson  ( born September 12 , 1981 )  is an American singer , actress and spokesperson ."
1025,"In 2006 , the United States Library of Congress deemed this film `` culturally , historically , or aesthetically significant '' , and selected it for preservation in the National Film Registry , saying `` the plot of a trek along the Oregon Trail is aided immensely by the majestic sweep provided by the experimental Grandeur wide-screen process used in filming '' ."
1026,"Most of his work has been in the hard rock and alternative metal styles , though he trained in jazz guitar and has substantial connections with avant-garde music and film soundtrack composition ."
1027,"The film stars Hugh Jackman as Robert Angier , Christian Bale as Alfred Borden , and David Bowie as Nikola Tesla ."
1028,"Star Search is an American television show that was produced by T.P.E. / Rysher Entertainment from 1983 to 1995 , hosted by Ed McMahon , and created by Alfred Masini ."
1029,"The Conjuring 2 is a 2016 American horror film directed by James Wan and written by Carey Hayes , Chad Hayes , Wan and David Leslie Johnson ."
1030,"William James `` Count '' Basie  ( August 21 , 1904 -- April 26 , 1984 )  was an American jazz pianist , organist , bandleader , and composer ."
1031,"Steven Paul Jobs  (  [ ˈdʒɒbz ]  February 24 , 1955 -- October 5 , 2011 )  was an American entrepreneur , businessman , inventor , and industrial designer ."
1032,"The film stars the voices of Jay Baruchel , Gerard Butler , Craig Ferguson , America Ferrera , Jonah Hill , T.J. Miller , Kristen Wiig , and Christopher Mintz-Plasse ."
1033,The Great Debaters is a 2007 American biographical drama film directed by and starring Denzel Washington .
1034,"The band , which was one of the first `` super-groups '' , released their only album , Blind Faith , in August 1969 ."
1035,Ceres  (  [ ˈsɪəriːz ]  minor-planet designation : 1 Ceres )  is the largest object in the asteroid belt that lies between the orbits of Mars and Jupiter .
1036,"Ulysses S. Grant  ( born Hiram Ulysses Grant ; April 27 , 1822 -- July 23 , 1885 )  was the 18th President of the United States  ( 1869 -- 77 )  ."
1037,The Black Dahlia is a 2006 French-American neo-noir crime thriller film directed by Brian De Palma and written by Josh Friedman .
1038,"The series is set in Atlantic City , New Jersey during the Prohibition era and stars Steve Buscemi as Nucky Thompson ."
1039,Caryn Mandabach is an American television producer .
1040,"In 1984 she made her first mainstream appearance as Zula in the fantasy-action film Conan the Destroyer alongside Arnold Schwarzenegger and Sarah Douglas , and subsequently appeared in the 1985 James Bond movie A View to a Kill as May Day ."
1041,"He subsequently played d'Artagnan in 2011 's The Three Musketeers , starred in the coming-of-age dramas The Perks of Being a Wallflower  ( 2012 )  , Indignation  ( 2016 )  and Sidney Hall  ( 2017 )  , and had major roles in the 2014 films Noah and Fury ."
1042,"It was an instant blockbuster , grossing $ 533.3 million worldwide over a $ 180 million budget , receiving overwhelming acclaim from critics and winning the 2008 Golden Globe Award for Best Animated Feature Film , the 2009 Hugo Award for Best Long Form Dramatic Presentation , the final Nebula Award for Best Script , the Saturn Award for Best Animated Film and the Academy Award for Best Animated Feature with five nominations ."
1043,"Austria  ( listen )  , is a federal republic and a landlocked country of over 8.7 million people in Central Europe ."
1044,"Cyrus starred in the feature film Hannah Montana : The Movie , and began cultivating a more mature image with her EP The Time of Our Lives in 2009 ."
1045,"Kazakhstan  (  [ USkæzækˈstæn ,   ˌkɑːzɑːkˈstɑːn ]  ,  [ ˌkæzəkˈstɑːn ,   - ˈstæn ]  Қазақстан , tr ."
1046,The screenplay was by Robert Bolt and it was based on the book Captain Bligh and Mr. Christian  ( 1972 )  by Richard Hough .
1047,Xbox One is a line of home video game consoles developed by Microsoft .
1048,Trolls is a 2016 American 3D computer-animated musical romantic comedy adventure film based on the Troll dolls created by Thomas Dam .
1049,She is known for playing Betty Rizzo in the film Grease  ( 1978 )  and First Lady Abbey Bartlet on the NBC television series The West Wing  ( 1999 -- 2006 )  .
1050,"The series is based on A Game of Thrones , the first novel in the A Song of Ice and Fire series by George R. R. Martin , adapted for television by David Benioff and D. B. Weiss ."
1051,"Alexander Hamilton  ( January 11 , 1755 or 1757July 12 , 1804 )  was an American statesman and one of the Founding Fathers of the United States ."
1052,"From 1999 , Gaddafi rejected Arab socialism and encouraged economic privatisation , rapprochement with Western nations , and Pan-Africanism ; he was Chairperson of the African Union from 2009 -- 10 ."
1053,"His career began in the late 1980s , when he wrote and directed My Best Friend 's Birthday , the screenplay of which formed the basis for True Romance ."
1054,"Written by Glenn German and Adam Rodgers , the film follows a man and a woman as they meet and fall in love while taking their children on a college tour ."
1055,"John Devon Roland Pertwee  ( 7 July 1919 -- 20 May 1996 )  , known professionally as Jon Pertwee , was an English actor , entertainer and cabaret performer ."
1056,"After beginnings in dance and modeling , she turned her attention to acting , and made her American acting debut  ( and came to prominence in what would be a Golden Globe -- nominated role )  in her portrayal of Tonya in David Lean 's Doctor Zhivago  ( 1965 )  ."
1057,Elephants are large mammals of the family Elephantidae and the order Proboscidea .
1058,Gang Signs & Prayer is the debut studio album by English grime artist Stormzy .
1059,"Moscow is the capital and most populous city of Russia , with 13.2 million residents within the city limits and 17.8 million within the urban area ."
1060,Star Trek is an American science fiction media franchise based on the television series created by Gene Roddenberry .
1061,"The series follows cult science fiction actor Wray Nerely  ( Tudyk )  , as he tours the convention circuit ."
1062,"Christopher Brian `` Chris '' Bridges  ( born September 11 , 1977 )  , better known by his stage name Ludacris , is an American hip hop recording artist and actor ."
1063,She is the daughter of producer Beryl Vertue .
1064,"Respublika Kazakhstan )  , is a transcontinental country in northern Central Asia and Eastern Europe ."
1065,"Her credits include the roles of FBI Special Agent Dana Scully in the long-running and widely popular series The X-Files , ill-fated socialite Lily Bart in Terence Davies ' film The House of Mirth  ( 2000 )  , and DSI Stella Gibson on the BBC crime drama television series The Fall ."
1066,He became a naturalized United States citizen in the late 1980s .
1067,"There are many subtypes of ANAs such as anti-Ro antibodies , anti-La antibodies , anti-Sm antibodies , anti-nRNP antibodies , anti-Scl-70 antibodies , anti-dsDNA antibodies , anti-histone antibodies , antibodies to nuclear pore complexes , anti-centromere antibodies and anti-sp100 antibodies ."
1068,"Mel Colmcille Gerard Gibson  ( born January 3 , 1956 )  is an American actor and filmmaker ."
